Pregunta|Respuesta
¿Qué pueden hacer los tutores para evitar justificaciones relacionadas con la activación de las cámaras durante los laboratorios?|Según el documento Manual de comportamiento. Los tutores pueden realizar pruebas con anterioridad para asegurarse de que la imagen de su cámara sea visible en la grabación generada, lo que ayudará a evitar justificaciones posteriores.
¿Cuándo deben estar encendidas las cámaras según las directrices para los tutores durante el desarrollo de un laboratorio?|Según el documento Manual de comportamiento. Las cámaras deben estar encendidas durante los primeros 15 minutos de inicio y los últimos 15 minutos antes de finalizar el desarrollo del laboratorio, según las directrices para los tutores.
¿Qué potestad tiene un tutor en relación con los puntos en el programa de laboratorio?|Según el documento Manual de comportamiento. Un tutor no tiene la potestad de ofrecer puntos no planificados previamente en el programa de laboratorio autorizado por el docente del curso.
¿Bajo qué circunstancias un tutor puede ofrecer puntos adicionales en un laboratorio?|Según el documento Manual de comportamiento. Un tutor solo puede ofrecer puntos adicionales en un laboratorio si están previamente autorizados por el docente o director Ecys.
¿Qué excepciones se permiten en relación con la asignación de puntos en un laboratorio?|Según el documento Manual de comportamiento. La única excepción permitida es cuando el docente o director Ecys autorizan casos específicos en el futuro.
¿Quién debe autorizar cualquier cambio en la asignación de puntos en un laboratorio?|Según el documento Manual de comportamiento. Cualquier cambio en la asignación de puntos en un laboratorio debe ser autorizado por el docente del curso o el director Ecys.
¿Cuál es la única instancia que puede aprobar casos excepcionales relacionados con la asignación de puntos en laboratorios?|Según el documento Manual de comportamiento. El docente del curso o el director Ecys son las únicas instancias que pueden aprobar casos excepcionales relacionados con la asignación de puntos en laboratorios.
¿Cuál es el objetivo principal del tutor académico en el curso asignado?|Según el documento Manual de comportamiento. El objetivo principal es garantizar que el desarrollo de las actividades conduzca a los alumnos a convertirse en futuros profesionales exitosos y aptos para contribuir al desarrollo integral del país.
¿Qué se espera lograr en los estudiantes a cargo del tutor académico?|Según el documento Manual de comportamiento. Se espera que los estudiantes se conviertan en profesionales exitosos y contribuyan al desarrollo integral del país.
¿Cuál es la importancia de mantener la reputación del estatus académico de la carrera?|Según el documento Manual de comportamiento. Mantener la reputación del estatus académico de la carrera es importante para asegurar que los estudiantes se beneficien de una educación de alta calidad y para mantener el prestigio de la institución educativa.
¿Cómo puede un tutor académico contribuir al éxito profesional de los alumnos?|Según el documento Manual de comportamiento. Un tutor académico puede contribuir al éxito profesional de los alumnos proporcionando orientación, apoyo y recursos para su desarrollo académico y profesional.
¿Por qué es relevante el desarrollo integral del país en el contexto del trabajo del tutor académico?|Según el documento Manual de comportamiento. Es relevante porque el objetivo es formar profesionales que puedan contribuir al crecimiento y desarrollo del país en diversos aspectos, desde el económico hasta el social.
¿Cuál es la responsabilidad de cada tutor durante los períodos de clase?|Según el documento Manual de comportamiento. Cada tutor debe garantizar que las actividades durante los períodos de clase no duren más de 40 minutos.
¿Qué tipos de actividades se mencionan como ejemplos que deben tener una duración limitada?|Según el documento Manual de comportamiento.  Se mencionan actividades como hojas de trabajo, exposiciones y kahoots.
¿Cuál es el límite de tiempo recomendado para las actividades durante los períodos de clase según el párrafo?|Según el documento Manual de comportamiento.  El límite de tiempo recomendado es de 40 minutos.
¿Por qué es importante limitar la duración de las actividades durante los períodos de clase?|Según el documento Manual de comportamiento. Es importante para mantener la atención y el compromiso de los estudiantes, así como para garantizar una rotación efectiva de actividades.
¿Qué pueden hacer los tutores para cumplir con esta recomendación?|Según el documento Manual de comportamiento. Los tutores pueden planificar cuidadosamente las actividades y distribuir el tiempo de manera eficiente para cumplir con el límite de 40 minutos.
¿Qué pueden hacer los tutores después de los 80 minutos en un laboratorio de DTT?|Según el documento Manual de comportamiento. Después de los 80 minutos, los tutores pueden llevar a cabo actividades no planificadas en el laboratorio de DTT dentro de su horario de trabajo.
¿Cuál es el límite de tiempo para que los tutores realicen actividades no planificadas en el laboratorio de DTT?|Según el documento Manual de comportamiento. El límite de tiempo es después de los 80 minutos.
¿Qué tipo de actividades pueden llevar a cabo los tutores después del tiempo establecido en el laboratorio de DTT?|Según el documento Manual de comportamiento. Después de los 80 minutos, los tutores pueden realizar actividades no planificadas en el laboratorio de DTT.
¿Quiénes tienen permiso para realizar actividades no planificadas en el laboratorio de DTT?|Según el documento Manual de comportamiento. Los tutores tienen permiso para realizar estas actividades después de los 80 minutos.
¿Cuándo pueden los tutores realizar actividades no planificadas en el laboratorio de DTT?|Según el documento Manual de comportamiento. Pueden hacerlo dentro de su horario de laboratorio, después de los 80 minutos.
¿Qué debe hacer un tutor si un alumno presenta una solicitud fuera de la fecha de entrega?|Según el documento Manual de comportamiento. El tutor debe pedir justificación y dar a conocer el caso al docente para su evaluación.
¿Cuál es la consecuencia para un tutor que omite el procedimiento mencionado?|Según el documento Manual de comportamiento. Se le llamará para un proceso de penalización por el incumplimiento de este numeral.
¿Quién evaluará las solicitudes de los alumnos presentadas fuera de la fecha de entrega?|Según el documento Manual de comportamiento. El tutor junto con el docente evaluarán las solicitudes.
¿Qué acción se tomará si un tutor no sigue el procedimiento establecido?|Según el documento Manual de comportamiento. Se iniciará un proceso de penalización contra el tutor.
¿Qué se debe hacer si un alumno presenta una solicitud fuera de plazo sin justificación?|Según el documento Manual de comportamiento. El tutor deberá solicitar una justificación al alumno antes de proceder con la evaluación junto con el docente.
¿Qué deben hacer los tutores en relación con el tiempo establecido en la plantilla para las actividades?|Según el documento Manual de comportamiento. Los tutores deben cumplir con el tiempo especificado en la plantilla para las actividades.
¿Qué consecuencia enfrentan los tutores si no cumplen con el tiempo establecido en la plantilla?|Según el documento Manual de comportamiento. Si un tutor no cumple con el tiempo especificado en la plantilla, se le restará el tiempo que exceda el establecido para esa actividad.
¿Qué ocurre si un tutor termina una actividad antes de que expire el tiempo establecido en la plantilla?|Según el documento Manual de comportamiento. Si un tutor completa una actividad antes de que expire el tiempo establecido en la plantilla, no se le asignará tiempo adicional para esa actividad.
¿Cómo se maneja el tiempo adicional que un tutor dedica a una actividad en comparación con lo especificado en la plantilla?|Según el documento Manual de comportamiento. El tiempo adicional que un tutor dedica a una actividad, en comparación con lo especificado en la plantilla, se resta del tiempo asignado para esa actividad.
¿Cuál es el requisito mínimo de asistencia de los alumnos para que una reposición de laboratorio sea válida?|Según el documento Manual de comportamiento. El requisito mínimo de asistencia es que al menos el 40% de los alumnos estén presentes.
¿Qué se debe hacer si se tiene una reposición de laboratorio autorizada?|Según el documento Manual de comportamiento. Se debe enviar la evidencia y el video el mismo día de la reposición en un correo al coordinador DTT con copia al DSI 104.
¿Cuándo no se tomará como válida la asistencia a una reposición de laboratorio?|Según el documento Manual de comportamiento. No se tomará como válida la asistencia si no se proporciona evidencia de la misma.
¿Cuáles son las restricciones para realizar reposiciones de laboratorio?|Según el documento Manual de comportamiento. Las restricciones son que no pueden realizarse los días domingo y que no pueden ser en el mismo horario y día del laboratorio original, debiendo reponer los dos períodos.
¿Qué procedimiento se debe seguir para recolectar evidencia durante una reposición de laboratorio?|Según el documento Manual de comportamiento. Se debe colocar la grabación en modo mosaico para visualizar a los estudiantes, programar una actividad que compruebe la asistencia en la UEDI y adjuntar screenshots de asistencia si están disponibles.
¿Qué se debe hacer si no se cuenta con evidencia de asistencia durante una reposición de laboratorio?|Según el documento Manual de comportamiento. Si no se cuenta con evidencia, la asistencia no será considerada válida.
¿Quién será citado en caso de detectarse incumplimientos del manual?|Según el documento Manual de comportamiento. Todo tutor académico que se detecte incumpliendo el manual será citado.
¿Qué proceso seguirá el tutor académico citado por incumplimiento del manual?|Según el documento Manual de comportamiento. El tutor académico citado será sometido a un proceso de seguimiento y análisis de la falta.
¿Quién será responsable de aplicar la sanción correspondiente al tutor académico que incumpla el manual?|Según el documento Manual de comportamiento. La sanción será aplicada por el coordinador del proyecto DTT.
¿Qué documentos respaldarán la aplicación de la sanción al tutor académico?|Según el documento Manual de comportamiento. La aplicación de la sanción estará respaldada por los documentos SLA, firmados por el practicante.
¿Qué se requiere obligatoriamente durante la citación del tutor académico por incumplimiento del manual?|Según el documento Manual de comportamiento. Durante la citación, es obligatorio encender la cámara.
¿Qué consecuencia enfrenta un estudiante que incumple con los numerales del reglamento en el DSI-104?|Según el documento Manual de comportamiento. El estudiante enfrentará una penalización en la nota final de la actividad ''Aplicación de procedimientos y manuales''.
¿Cuántas veces de incumplimiento son necesarias para recibir una penalización?|Según el documento Manual de comportamiento. Cada 3 veces de incumplimiento con los numerales del reglamento resultarán en una penalización.
¿Qué numerales del reglamento se deben cumplir para evitar penalizaciones?|Según el documento Manual de comportamiento. Los numerales 5, 6, 14 y el punto # del Manual DSI-104 deben cumplirse para evitar penalizaciones.
¿Cuál es la actividad específica que se ve afectada por las penalizaciones?|Según el documento Manual de comportamiento. La actividad afectada por las penalizaciones es la ''Aplicación de procedimientos y manuales''.
¿Donde puedo encontrar el documento Manual de comportamiento?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1b38Lkz1cLd2RYtGeBF8z33yTKVUf8wWo/view?usp=sharing''
¿Donde puedo encontrar la plantilla de actividades?|Lo puedes encontrar en: ''https://docs.google.com/presentation/d/1WwDEzPTArH41kgDqIJ_Na8o9JGOcRBxF/edit#slide=id.p1''
¿Donde puedo encontrar un ejemplo de la plantilla de actividades?|Lo puedes encontrar en: ''https://docs.google.com/presentation/d/1I_jopePkELocrNV8spBhB7T2Ugu97XmK/edit#slide=id.p1''
¿Donde puedo encontrar la plantilla de inicio?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1U8Oo6pNpfEvYeTdGmMw5Kb8TUpTk-idb/view''
¿Donde puedo encontrar un ejemplo de la plantilla de inicio?|Lo puedes encontrar en: ''https://docs.google.com/presentation/d/1i7uTGbTvO3t0JpVRRk1sYb6t64Y3rUGm/edit#slide=id.p1''
¿Donde puedo encontrar informacion sobre la conferencia?|Puedes encontrar mas informacion en el documento ''Manual DTT para Tutores Academicos''
¿Donde puedo encontrar informacion sobre la conferencia?|Puedes encontrar mas informacion en el documento ''Manual DTT para Tutores Academicos''
¿Donde puedo encontrar informacion sobre la finalidad de la conferencia?|Puedes encontrar mas informacion en el documento ''Manual DTT para Tutores Academicos''
¿Existe una plantilla para el reporte de conferencia?|Si, este es llamado ''plantilla Formato Reporte de conferencia''
¿Existe una plantilla para el para la lista de asistencia?|Si, este es llamado ''plantilla Lista de Asistencia conferencia''
¿Existe una plantilla para la carta de aprobacion de conferencia?|Si, este es llamado ''plantilla Formato de Carta de Aprovacion de Conferencia''
¿Existe una plantilla para la encuesta?|Si, este es llamado ''lantilla de Encuesta''
¿Existe una plantilla para el reporte el diploma de la conferencia?|Si, este es llamado ''plantilla de Diploma Conferencia''
¿Existe una plantilla para afiche de la conferencia?|Si, este es llamado ''plantilla Afiche Conferencia''
¿Donde puedo encontrar informacion para realizar el afiche de conferencia?|Puedes encontrar mas informacion en el documento ''Instructivo Afiche Conferencia''
¿Donde puedo encontrar informacion para crear el afiche de conferencia?|Puedes encontrar mas informacion en el documento ''Instructivo Afiche Conferencia''
¿Donde puedo encontrar el documento Manual DTT para Tutores Academicos?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1IrubAe2-NzFQ9-08sGiGbNxTp0eYXU9D/view?usp=sharing''
¿Donde puedo encontrar la plantilla Formato Reporte de conferencia?|Lo puedes encontrar en: ''https://docs.google.com/document/d/19MDuu7lWcY_2-asFGDEKUusW7FHn-KMB/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar la plantilla Lista de Asistencia conferencia?|Lo puedes encontrar en: ''https://docs.google.com/document/d/19ItQsPRpFiCjmbt9YLaxbC3EZWTCoGUh/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar la plantilla Formato de Carta de Aprovacion de Conferencia?|Lo puedes encontrar en: ''https://docs.google.com/document/d/1i9P_4qHah_ilJMdQ07uvfuE4RmoLpXvQ/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar la plantilla de Encuesta?|Lo puedes encontrar en: ''https://docs.google.com/document/d/115mPEtMPowxcFTDigU9lvaW5bANeVipM/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar la plantilla de Diploma Conferencia?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1AvJ8Gy6LR9H6XCjXB1rwK4iQrb8cfLfy/view?usp=sharing''
¿Donde puedo encontrar la plantilla Afiche Conferencia?|Lo puedes encontrar en: ''https://docs.google.com/presentation/d/1MDTFkY-0QLEqg1FGGEpZDzhpwaDYInE-/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar el documento Instructivo Afiche Conferencia?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1TRk35krWWPtGZFe_2DL8Dzz22PkqwMS7/view?usp=sharing''
¿Cómo se puede cargar un archivo en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se puede buscar un archivo específico en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se visualizan los archivos en el sistema educativo DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se pueden manipular los archivos en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se pueden añadir nuevos archivos al sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se pueden eliminar archivos del sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se pueden enlazar archivos en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Cómo se pueden adjuntar archivos a los mensajes en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual módulo de archivos”.
¿Donde puedo encontrar el documento Manual módulo de archivos?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1g94GDxofUhE6-A7-_6j7TKwessrRMm-j/view?usp=sharing''
¿Cuál es el canal de entrega de información oficial?|Según el documento anual DSI-104.El canal de entrega de información oficial es dsi.fiusac@gmail.com.
¿Cuál es el canal de comunicación con el coordinador DTT?|Según el documento anual DSI-104.El canal de comunicación con el coordinador DTT es marin2m@gmail.com.
¿Qué se debe hacer con los correos relacionados con el control del DSI-104 que se envían al coordinador del DTT?|Según el documento anual DSI-104.Todos los correos relacionados con el control del DSI-104 que se envían al coordinador del DTT deben llevar obligatoriamente una copia al correo del equipo del DSI.
¿Cuáles son las plataformas oficiales mencionadas para el proceso educativo y de práctica?|Según el documento anual DSI-104.Las plataformas oficiales mencionadas son UEDI para el proceso educativo y DTT para el proceso de práctica.
¿Cuáles son los requisitos para obtener la nota completa en los foros durante la semana?|Según el documento anual DSI-104.Los requisitos son: crear un evento en DTT al inicio de cada semana, crear un foro en UEDI al inicio de cada semana, interactuar con los alumnos en dicho foro, utilizando capturas de pantalla como evidencia, y utilizar únicamente UEDI, Classroom o correo electrónico para comunicarse con los tutores.
¿Qué sucede si los foros son entregados sin ser respondidos o con respuestas inadecuadas?|Según el documento anual DSI-104.Se aplicará una penalización si los foros son entregados sin ser respondidos o si las respuestas están muy fuera del rango del foro.
¿Qué porcentaje representa la captura DTT en la evaluación de los foros semanales?|Según el documento anual DSI-104.La captura DTT representa el 35% de la evaluación de los foros semanales.
¿Qué sucede si las imágenes de los foros enviados no muestran la fecha y hora o están alteradas?|Según el documento anual DSI-104.Se aplicará una penalización, e incluso podría anularse la entrega si las imágenes de los foros no muestran la fecha y hora correctamente, están alteradas, recortadas o editadas de forma que no sean legibles.
¿Cuáles son los únicos medios de interacción permitidos con los alumnos según las normas establecidas?|Según el documento anual DSI-104.Los únicos medios de interacción permitidos son UEDI, Classroom o correo electrónico para los tutores que no tienen acceso a UEDI. Otros canales de comunicación no serán considerados.
¿Qué acciones deben realizarse al inicio de cada semana para cumplir con los requisitos de los foros?|Según el documento anual DSI-104.Al inicio de cada semana, se deben crear un evento en DTT y un foro en UEDI, además de estar preparado para interactuar con los estudiantes en el foro.
¿Cómo se debe documentar la interacción con los alumnos en el foro?|Según el documento anual DSI-104.La interacción con los alumnos en el foro debe documentarse utilizando capturas de pantalla, mostrando claramente las preguntas de los estudiantes y las respuestas proporcionadas.
¿Cuál es el período de tiempo en el que se habilita el formulario para la entrega de los foros?|Según el documento anual DSI-104.El formulario para la entrega de los foros estará habilitado cada domingo desde las 00:01 hasta las 23:59 del día lunes.
¿Cuál es la ponderación de la evidencia de interacción con los alumnos en la evaluación de los foros?|Según el documento anual DSI-104.La evidencia de interacción con los alumnos representa el 30% de la evaluación de los foros.
¿Qué sucede si un tutor no tiene acceso a UEDI pero necesita comunicarse con los alumnos?|Según el documento anual DSI-104.En ese caso, el tutor puede utilizar Classroom o correo electrónico para comunicarse con los alumnos, siempre y cuando no se utilicen otros canales de comunicación no autorizados.
¿Cuál es el objetivo principal de las auditorías de asistencias de laboratorios?|Según el documento anual DSI-104.El objetivo principal es garantizar que cuando el equipo 104 ingrese a validar la asistencia al inicio y final se esté impartiendo laboratorio correctamente, compuesto por dos periodos de 50 minutos cada uno.
¿Cuál es el procedimiento que sigue el personal 104 durante las auditorías de asistencia de laboratorios?|Según el documento anual DSI-104.El personal 104 procede a ingresar a la sesión para tomar la asistencia de inicio de laboratorio en los primeros 5 minutos, y entre los minutos 80 al 90 se ingresa para verificar la asistencia de salida de laboratorio.
¿Cómo se calcula la asistencia durante las auditorías de laboratorio?|Según el documento anual DSI-104.Se calcula sumando las dos marcas de auditoría, las cuales corresponden al inicio y final del laboratorio. Si ambas marcas suman el 100% de la asistencia, se considera completa. En caso de fallo en alguna de las marcas, se penaliza con el 50%.
¿Qué sucede si una actividad no tiene métrica dentro del DTT?|Según el documento anual DSI-104.Las actividades sin métrica no pueden considerarse como actividades planificadas dentro de DTT, ya que son actividades insertadas durante el periodo de ingreso del reporte, por lo tanto, no se tomarían en cuenta en las auditorías de asistencia de laboratorios.
¿Cuál es la importancia de tener en cuenta los Asuetos Oficiales dentro de las actividades planificadas en el portal DTT?|Según el documento anual DSI-104.Es importante considerar los Asuetos Oficiales para evitar que afecten el contenido del laboratorio y garantizar la continuidad de las actividades planificadas.
¿Qué se debe hacer cada semana en relación con los casos que presenten problemas de entrada o salida?|Según el documento anual DSI-104.Cada semana se debe reportar a través de un correo al coordinador DTT todos los casos que presenten algún tipo de problema tanto en la entrada como en la salida, con copia a los practicantes responsables de dichas faltas.
¿Cómo se notifica la entrega de los formularios de entregables y qué hacer si no se recibe la confirmación?|Según el documento anual DSI-104.Los formularios de entregables tienen implementado el sistema de notificación por correo. Si no se recibe la confirmación, se debe documentar con capturas de pantalla y notificar al correo del DSI 104, además de seguir intentando enviar el entregable.
¿Qué se debe hacer si se realizan calificaciones o actividades que exceden el tiempo total del laboratorio?|Según el documento anual DSI-104.Se debe detener la grabación y, al obtener el enlace de la grabación, ingresarlo en el formulario correspondiente. El resto de la actividad grabada debe entregarse por correo al DSI. No hacerlo será considerado como una falta.
¿Qué hacer si la grabación no está disponible para ser visualizada pero se tiene el enlace de la grabación?|Según el documento anual DSI-104.Si la grabación no está disponible para su visualización pero se posee el enlace, se debe entregar ese enlace. No se aceptará como justificación el hecho de que el vídeo no esté disponible.
¿Qué debe hacerse si se detectan casos con problemas tanto de entrada como de salida?|Según el documento anual DSI-104.Cada semana se debe reportar a través de un correo al coordinador DTT todos los casos que se encuentren con algún tipo de problema tanto de entrada como de salida, con copia a los practicantes que cometieron dichas faltas.
¿Qué sucede si no se recibe confirmación después de enviar un formulario de entregable?|Según el documento anual DSI-104.Si no se recibe confirmación después de enviar un formulario de entregable, se debe documentar con capturas de pantalla y notificar al correo del DSI 104, además de seguir intentando enviar el entregable.
¿Qué acción se debe tomar si se realizan calificaciones o actividades que sobrepasan el tiempo total del laboratorio?|Según el documento anual DSI-104.Si se realizan calificaciones o actividades que sobrepasan el tiempo total del laboratorio, se debe detener la grabación y al obtener el enlace de la grabación, ingresarlo al formulario correspondiente. El resto de la actividad grabada debe entregarse por medio del correo del DSI.
¿Cuál es el protocolo si la grabación aún no está disponible para ser visualizada pero se posee el enlace de la grabación?|Según el documento anual DSI-104.Si la grabación aún no se encuentra disponible para ser visualizada pero se tiene el enlace de la grabación, se debe entregar ese enlace. No se aceptará como justificación que el vídeo no esté disponible para su visualización.
¿Qué se requiere para justificar la asistencia en cursos semipresenciales sin laboratorio?|Según el documento anual DSI-104.Para justificar la asistencia en cursos semipresenciales sin laboratorio, se deben enviar tres entregables al formulario de asistencia correspondiente durante el primer periodo del curso.
¿Cuáles son los entregables necesarios para justificar la asistencia en cursos semipresenciales sin laboratorio?|Según el documento anual DSI-104.Los entregables necesarios son: una foto en modo selfie identificando el salón y los estudiantes, una foto en modo selfie identificando al catedrático del curso, y una foto que muestre la fecha actual.
¿Qué sucede si el tutor no puede realizar la entrega de los entregables de asistencia debido a una falla de internet?|Según el documento anual DSI-104.En caso de que el tutor no pueda realizar la entrega debido a una falla de internet, el catedrático del curso debe firmar el documento de ''Control de Asistencia'' y el tutor debe subirlo al enlace de asistencia correspondiente antes de las 23:59 del día del curso.
¿Cuál es el documento que el catedrático debe firmar en caso de una falla de internet del tutor?|Según el documento anual DSI-104.El documento que el catedrático debe firmar en caso de una falla de internet del tutor es el ''Control de Asistencia''.
¿Qué sucede si un estudiante no envía los entregables de asistencia correctamente?|Según el documento anual DSI-104.Si un estudiante no envía los entregables de asistencia correctamente, su asistencia no será tomada en cuenta.
¿Cuál es el propósito de mostrar la presentación de la actividad realizada en caso de una inactividad prolongada?|Según el documento anual DSI-104.El propósito es justificar la realización de la actividad durante un período prolongado de inactividad.
¿Cuál es el límite de tiempo para enviar el documento de ''Control de Asistencia'' en caso de una falla de internet del tutor?|Según el documento anual DSI-104.El límite de tiempo es antes de las 23:59 del día del curso.
¿Qué sucede si un estudiante envía los entregables de asistencia después del primer periodo del curso?|Según el documento anual DSI-104.Los entregables solo serán válidos si se envían durante el primer periodo del curso.
¿Qué ocurre si un estudiante no envía el documento de ''Control de Asistencia'' firmado por el catedrático en caso de una falla de internet del tutor?|Según el documento anual DSI-104.Si no se envía el documento firmado por el catedrático, la asistencia no será tomada en cuenta.
¿Cuál es el procedimiento para enviar los entregables de asistencia en cursos sin laboratorio en modalidad semipresencial?|Según el documento anual DSI-104.Los entregables deben enviarse al formulario de asistencia correspondiente durante el primer periodo del curso.
¿Qué debe contener la foto en modo selfie que identifique al catedrático del curso?|Según el documento anual DSI-104.La foto debe mostrar claramente al catedrático del curso.
¿Por qué es importante enviar los entregables de asistencia durante el primer periodo del curso?|Según el documento anual DSI-104.Es importante enviarlos durante este periodo para que sean válidos y se registre correctamente la asistencia.
¿Qué sucede si un estudiante no justifica su asistencia de acuerdo a los requerimientos establecidos?|Según el documento anual DSI-104.Si un estudiante no justifica su asistencia correctamente, esta no será tomada en cuenta.
¿Quién debe subir el documento de ''Control de Asistencia'' en caso de una falla de internet del tutor?|Según el documento anual DSI-104.El tutor debe subir el documento de ''Control de Asistencia'' en caso de una falla de internet.
¿Qué se considera una inactividad prolongada que requiere mostrar la presentación de la actividad realizada?|Según el documento anual DSI-104.Se considera inactividad prolongada cuando hay un período prolongado sin actividad o participación en el curso.
¿Cuáles son las responsabilidades del tutor académico para garantizar el acceso a los videos publicados para el equipo 104?|Según el documento anual DSI-104.Las responsabilidades del tutor incluyen garantizar el acceso a los videos publicados con permisos públicos para que el equipo 104 pueda visualizarlos.
¿Qué debe hacer el tutor académico si no tiene la opción de grabación en su sala de Meet durante el laboratorio?|Según el documento anual DSI-104.En caso de que el tutor no tenga la opción de grabación en su sala de Meet, debe utilizar una herramienta externa para garantizar su asistencia.
¿Qué debe hacer el tutor para asegurar que el equipo 104 pueda realizar la asistencia de entrada y salida en el salón Meet durante el horario de laboratorio?|Según el documento anual DSI-104.El tutor debe garantizar el acceso al equipo 104 para realizar la asistencia de entrada y salida en el salón Meet durante el horario de laboratorio.
¿Cuál es la responsabilidad del tutor respecto a los links de Meet de los laboratorios?|Según el documento anual DSI-104.El tutor debe asegurar que los links de Meet de los laboratorios sean los correctos.
¿Qué debe garantizar el tutor respecto al espacio en horario de laboratorio?|Según el documento anual DSI-104.El tutor debe garantizar el espacio en horario de laboratorio para realizar las evaluaciones de desempeño que se practican a cada uno de los tutores académicos por parte del equipo 104.
¿Qué debe hacer el tutor en caso de fallas técnicas durante su horario de laboratorio?|Según el documento anual DSI-104.El tutor debe informar sobre las fallas técnicas, como problemas de fluido eléctrico o de internet, y tomar medidas como tomar fotos o videos de evidencia y comunicarse con el coordinador de práctica.
¿Cuál es la responsabilidad del tutor en cursos con varias secciones?|Según el documento anual DSI-104.El tutor debe coordinar y realizar reuniones previas con otros tutores del curso para resolver dudas y evitar desconocimiento ante los estudiantes.
¿Qué debe hacer el tutor en caso de problemas de salud propia o de un familiar durante su horario de laboratorio?|Según el documento anual DSI-104.El tutor debe comunicarse con el coordinador de práctica antes de impartir su laboratorio para evaluar el caso y asegurar documentos de respaldo, como constancias médicas o fotos en el hospital.
¿Cuál es el procedimiento en caso de fallo de fluido eléctrico?|Según el documento anual DSI-104.En caso de fallo de fluido eléctrico, el tutor debe tomar fotos de evidencia, como la carga de la laptop o el equipo de escritorio apagado, y, si es notificado con anterioridad, adjuntar un documento donde la empresa informe sobre la falta de energía eléctrica en un sector.
¿Cómo se deben informar los casos de gravedad de salud, fallos de internet o fallo de fluido eléctrico?|Según el documento anual DSI-104.Estos casos deben ser informados de inmediato vía telefónica (llamada o whatsapp) al coordinador DTT al número 57236391.
¿Qué sucede si el tutor no cumple con coordinar reuniones previas en cursos con varias secciones?|Según el documento anual DSI-104.Si el tutor no cumple con coordinar reuniones previas en cursos con varias secciones, su falta será evaluada y penalizada según lo establecido.
¿Cuál es el procedimiento para entregar las grabaciones de laboratorio?|Según el documento anual DSI-104.Debe habilitarse un formulario por día para la entrega de la grabación del laboratorio, y debe enviarse el mismo día que se imparte el laboratorio para que sea tomado en cuenta, antes de la hora límite de cierre a las 11:59 pm.
¿Qué información se debe incluir al enviar la grabación del laboratorio?|Según el documento anual DSI-104.Se debe enviar el link del video, el link del Meet utilizado y el número de carnet del estudiante.
¿Cuál es la duración mínima que deben tener los videos de grabación de laboratorio?|Según el documento anual DSI-104.Los videos deben tener una duración mínima de 90 minutos para asegurar el 100% de efectividad.
¿Cuál es el propósito de revisar cada uno de los laboratorios impartidos?|Según el documento anual DSI-104.El propósito es evaluar la efectividad de cada laboratorio impartido.
¿Cuál es el plazo límite para enviar las grabaciones de laboratorio?|Según el documento anual DSI-104.El plazo límite es antes de las 11:59 pm del mismo día en que se imparte el laboratorio.
¿Qué sucede si no se envía la grabación del laboratorio el mismo día que se imparte?|Según el documento anual DSI-104.Si no se envía la grabación del laboratorio el mismo día que se imparte, no será tomada en cuenta.
¿Cuál es el horario límite para enviar las grabaciones?|Según el documento anual DSI-104.El horario límite es a las 11:59 pm.
¿Qué se entiende por ''efectividad'' en este contexto?|Según el documento anual DSI-104.La ''efectividad'' se refiere a la calidad y el cumplimiento de los objetivos del laboratorio.
¿Quién revisa las grabaciones de laboratorio?|Según el documento anual DSI-104.Cada uno de los laboratorios impartidos será revisado para evaluar su efectividad.
¿Cómo se determina si un laboratorio es reprobado debido a su efectividad?|Según el documento anual DSI-104.Un laboratorio se considera reprobado si tiene menos del 80% de efectividad. Para calcular la nota de asistencia en este caso, se utiliza la fórmula: Nota_asistencia = (Tiempo_efectivo * 100) / 90, donde Tiempo_efectivo es igual a Total_tiempo_video menos Tiempo_no_efectivo_detectado.
¿Qué se debe hacer con el link del vídeo de la sesión?|Según el documento anual DSI-104.El link del vídeo debe ser enviado con permisos públicos para su revisión.
